Index	Description	nuclei....in.nuclei	nuclei....in.green	nuclei....in.red	nuclei....in.black	Main.nuclei.total_intensity_DCP1A_P.bodies.Mean	Main.nuclei.mean_intensity_DCP1A_P.bodies.Mean	Main.nuclei.total_intensity_DCP1A_P.bodies.nuc.Mean	Main.nuclei.mean_intensity_DCP1A_P.bodies.nuc.Mean	Main.nuclei.total_intensity_DCP1A_cytoplasm.Mean	Main.nuclei.mean_intensity_DCP1A_cytoplasm.Mean	Main.nuclei.total_intensity_P.bodies_all.Mean	Main.nuclei.mean_intensity_P.bodies_all.Mean	Main.nuclei.P.bodies_count.Mean	Main.nuclei.P.bodies.nuc_count.Mean	Main.green.total_intensity_DCP1A_P.bodies.Mean	Main.green.mean_intensity_DCP1A_P.bodies.Mean	Main.green.total_intensity_DCP1A_P.bodies.nuc.Mean	Main.green.mean_intensity_DCP1A_P.bodies.nuc.Mean	Main.green.total_intensity_DCP1A_cytoplasm.Mean	Main.green.mean_intensity_DCP1A_cytoplasm.Mean	Main.green.total_intensity_P.bodies_all.Mean	Main.green.mean_intensity_P.bodies_all.Mean	Main.green.P.bodies_count.Mean	Main.green.P.bodies.nuc_count.Mean	Main.red.total_intensity_DCP1A_P.bodies.Mean	Main.red.mean_intensity_DCP1A_P.bodies.Mean	Main.red.total_intensity_DCP1A_P.bodies.nuc.Mean	Main.red.mean_intensity_DCP1A_P.bodies.nuc.Mean	Main.red.total_intensity_DCP1A_cytoplasm.Mean	Main.red.mean_intensity_DCP1A_cytoplasm.Mean	Main.red.total_intensity_P.bodies_all.Mean	Main.red.mean_intensity_P.bodies_all.Mean	Main.red.P.bodies_count.Mean	Main.red.P.bodies.nuc_count.Mean	Main.black.total_intensity_DCP1A_P.bodies.Mean	Main.black.mean_intensity_DCP1A_P.bodies.Mean	Main.black.total_intensity_DCP1A_P.bodies.nuc.Mean	Main.black.mean_intensity_DCP1A_P.bodies.nuc.Mean	Main.black.total_intensity_DCP1A_cytoplasm.Mean	Main.black.mean_intensity_DCP1A_cytoplasm.Mean	Main.black.total_intensity_P.bodies_all.Mean	Main.black.mean_intensity_P.bodies_all.Mean	Main.black.P.bodies_count.Mean	Main.black.P.bodies.nuc_count.Mean	X
374	P14	330	178	137	5	3629	236.1	1314	18.98	100300	47.84	4943	113.2	1.067	0.9636	2676	185.9	1624	22.36	116500	55.23	4300	87.25	0.8876	1.034	4921	304.8	980.2	15.17	80800	39.13	5901	145.8	1.307	0.8759	1175	117.5	366.4	7.152	34410	18.83	1541	124.7	0.4	0.8	NA
375	P15	250	143	94	2	3838	230.6	1034	12.83	91850	41.11	4872	127.7	1.06	0.872	2877	177.1	1369	16.63	104300	46.9	4246	100.5	0.8042	0.8881	5240	309.9	608.5	7.964	66780	31.16	5849	160.8	1.404	0.883	4611	192.1	747.5	9.523	91030	45.38	5358	58.88	1.5	1	NA
376	P16	587	343	223	11	6193	335.5	1407	17.54	104600	46.75	7600	170.1	1.375	1.003	4552	262.8	1788	21.35	116800	50.71	6340	140.1	1.076	1.023	8629	440.9	906.9	12.72	90430	41.97	9536	222.8	1.825	0.9372	8232	442.2	470.5	5.594	43140	26.68	8703	117.5	1.545	1.455	NA
377	P17	203	73	111	6	2869	169.4	824.6	11.32	94210	42.61	3693	78.49	0.7685	0.9754	1235	100.4	1347	18.41	123000	49.7	2582	46.67	0.4384	1.041	3882	210.1	465.7	6.575	74120	37.21	4348	99.52	0.955	0.9279	7731	444	873.7	14.89	73230	32.31	8604	141.1	1.5	1.167	NA
378	P18	309	155	143	4	4007	258.5	1101	15.8	98440	50.98	5108	126.4	1.074	0.8576	2752	184.7	1421	17.84	109600	54.41	4173	101.2	0.8129	0.929	5623	354.6	799	14.28	89090	48.57	6422	162.3	1.392	0.7622	786.2	73.94	592.8	7.274	26100	18.45	1379	17.23	0.5	0.75	NA
379	P19	244	83	139	13	5511	259.9	897.8	11.09	92900	42.05	6409	147.8	1.586	0.9508	3601	231.2	1267	15.23	113400	48.54	4868	131.7	1.012	1.036	6755	290.2	721.9	8.57	86810	39.82	7477	164.4	1.971	0.9209	1357	75.57	657.2	12.01	44770	25.32	2014	50.16	0.6923	0.6923	NA
380	P20	479	213	225	25	5950	278.5	830.9	10.94	88270	40.53	6781	158.3	1.482	0.8351	4391	212.6	1207	15.76	103500	46.68	5598	120.4	1	0.8779	7475	330.7	535.1	7.103	76690	36.1	8010	194.1	2.013	0.7733	6863	354.7	525.9	7.351	58240	30.05	7389	169.2	1.2	0.96	NA
381	P21	508	255	230	2	5001	261.2	1099	12.86	97990	46.03	6101	127.4	1.268	0.9606	3583	211.3	1602	18.39	122900	53.19	5184	101.1	0.9373	1.024	6517	321.8	533.9	6.801	74650	38.65	7051	161.4	1.596	0.8696	11800	448.3	956.5	7.518	43730	31.01	12750	113.5	3	2	NA
382	P22	523	255	240	0	5353	283	1139	14.03	81630	43.08	6492	136.5	1.296	0.956	4322	243.2	1449	17.27	87960	44.82	5770	116.1	0.9529	0.9647	6211	308.9	831.4	10.74	74680	41.74	7043	150	1.675	0.9583	0	0	0	0	0	0	0	0	0	0	NA
383	P23	855	381	441	18	6275	301.8	1027	12.95	84430	43.76	7301	159.7	1.402	0.8842	3603	192.1	1538	18.66	98080	45.64	5141	113.2	0.7402	0.8819	8852	408.8	628.7	8.483	73540	43.23	9480	204.3	2.02	0.8957	3258	166.4	494.4	7.576	57380	26.77	3753	104.7	0.7778	0.8333	NA
384	P24	1016	298	516	70	183.9	8.799	724.1	9.774	32090	13.58	908.1	12.81	0.03543	0.8671	87.31	5.608	1729	23.32	64730	25.8	1816	25.63	0.0302	0.9295	137.6	6.421	244.6	3.238	15320	7.303	382.1	5.532	0.03488	0.814	58.8	5.62	712	8.691	33460	14.63	770.8	9.397	0.02857	0.9429	NA
